@relation 'opinion'
@attribute 'doc' string
@attribute '$class' {-1, 1}

@data
"many incorrect so-called documentary able flashy inaccurate full old more exclusive unreleased available various false creative own ", -1
"desperate own internal human foreign illegal appropriate infantile political ignorant unconvincing absurd cardboard middle-class revolutionary unconvincing corrupt good broad possible smart dumb moronic dumb intellectual low inept inept least recognisable human blatant embarrassing special good bad fine amateurish great utter sad interesting generous ", -1
"British dull diffident only British early ", -1
"good interesting heterosexual heterosexual male straight gay much aggressive other real more aggressive erotic male gay homosexual sexual main convincing real whole major okay other bad interesting more able coherent more good admirable low much controversial unsettling unconvincing next ", -1
"tired childish Nazi general immature enjoyable general ", -1
"bad poor weak able other creditable ", -1
"enjoyable back normal boring documentary snide obvious sad dumb pathetic human smart edgy intense ", -1
"good sorry other good funny unbelievable absurd pretty wrong prospective wrong high ", -1
"most ridiculous terrible terrible hollow unbelievable total sufficient least only good whole most unrealistic cheap creepy lame ", -1
"visual artistic uninspired human bad unorthodox aesthetic supposed ethical impressive stupid good environmental ", -1
"good much clear awful good excellent terrible gratuitous short good ", -1
"enjoyable atrocious primitive good special past bad sure portable first enjoyable confusing logical ", -1
"simple obvious proverbial singular double willing only good wicked tasty well-heeled facile political repugnant own poor good big insightful funny doom-laden sententious ", -1
"hard hard perfect old nice modern dreamy nice young single nice greedy greedy possible romantic fairy inadequate romantic scary cheap good original well-known famous intriguing intricate original illogical fussy Japanese long live other famous fairy enough unintentional Japanese suitable ", -1
"late real right right okay good bad many big past perfect hot resounding few acting old real honest bad bad literary bad boring stunning least little interesting impressive last solid great more other many dynamic slow agile strong good second valuable true dumb many bad same brief pro ", -1
"bad bad uncomfortable whole wonderful stand-up strained whole constructive interesting dry ", -1
"high interesting much famous more likely decent awful more serious due particular surprising coherent fair more awful good disappointing original first first endless disappointing decent only complete total ", -1
"worth wrong utter pretentious Scottish mad good redeeming dreary unimaginative stagy talented risible ", -1
"painful painful only awful interesting Shakespearean wonderful much bored young wrenching disgusting acclaimed involuntary ", -1
"first long titanic several titanic many awful po-faced romantic many sad common most real romantic good little artistic possible last other lost intelligent ", -1
"only crazy first funny routine former ugly next main ", -1
"trite slow disjointed boring bad correct big more ", -1
"narrative early African American purple idyllic entire short dirty newborn local violent horrific little meddlesome symphonic incongruous exuberant cumulative jarring long black true lesbian female violent only lesbian black female comforting American natural various ridiculous racist lecherous devilish toothy stereotypical fat black childlike social black carnal violent invisible huge black inept other South cartoonish racist human dimensional ethnic black Nazi typical black bizarre black black vague little white strange angry feminist white black white rough other racist cruel rebellious tough stupid good societal spousal black same male traditional female African American domestic economic unable hidden African own poor dominant white inappropriate musical countless extraneous visual incongruous comic emphatic worthless ", -1
